As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
2021-12-31,10,7,-,Death to 2021,Movie,Yes,"Dec 27, 2021",4,13
2022-01-01,1,-,-,Cobra Kai,TV Show,,"Aug 28, 2020",54,380
2022-01-01,2,1,1,Donât Look Up,Movie,Yes,"Dec 24, 2021",8,79
2022-01-01,3,2,2,The Witcher,TV Show,Yes,"Dec 20, 2019",20,165
2022-01-01,4,-,-,The Lost Daughter,Movie,Yes,"Dec 31, 2021",1,7
2022-01-01,5,-,-,Queer Eye,TV Show,Yes,"Feb 7, 2018",10,44
2022-01-01,6,3,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",31,236
2022-01-01,7,-,-,Stay Close,TV Show,Yes,"Dec 31, 2021",1,4
2022-01-01,8,4,-,Crime Scene: The Times Squa…,TV Show,Yes,"Dec 29, 2021",3,17
2022-01-01,9,5,-,The Silent Sea,TV Show,Yes,"Dec 24, 2021",7,40
2022-01-01,10,8,9,Cocomelon,TV Show,,"Jun 1, 2020",415,1438
2022-01-02,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",55,390
2022-01-02,2,2,1,Donât Look Up,Movie,Yes,"Dec 24, 2021",9,88
2022-01-02,3,4,-,The Lost Daughter,Movie,Yes,"Dec 31, 2021",2,15
2022-01-02,4,3,2,The Witcher,TV Show,Yes,"Dec 20, 2019",21,172
2022-01-02,5,5,-,Queer Eye,TV Show,Yes,"Feb 7, 2018",11,50
2022-01-02,6,7,-,Stay Close,TV Show,Yes,"Dec 31, 2021",2,9
2022-01-02,7,6,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",32,240
2022-01-02,8,-,-,Journey 2: The Mysterious I…,Movie,,"Jan 1, 2022",1,3
2022-01-02,9,8,-,Crime Scene: The Times Squa…,TV Show,Yes,"Dec 29, 2021",4,19
2022-01-02,10,-,5,The Unforgivable,Movie,Yes,"Dec 10, 2021",22,171
2022-01-03,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",56,400
2022-01-03,2,2,1,Donât Look Up,Movie,Yes,"Dec 24, 2021",10,97
2022-01-03,3,6,-,Stay Close,TV Show,Yes,"Dec 31, 2021",3,17
2022-01-03,4,4,2,The Witcher,TV Show,Yes,"Dec 20, 2019",22,179
2022-01-03,5,5,-,Queer Eye,TV Show,Yes,"Feb 7, 2018",12,56
2022-01-03,6,3,-,The Lost Daughter,Movie,Yes,"Dec 31, 2021",3,20
2022-01-03,7,8,-,Journey 2: The Mysterious I…,Movie,,"Jan 1, 2022",2,7
2022-01-03,8,7,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",33,243
2022-01-03,9,9,-,Crime Scene: The Times Squa…,TV Show,Yes,"Dec 29, 2021",5,21
2022-01-03,10,-,-,Scary Stories to Tell in th…,Movie,,"Jan 1, 2022",1,1
2022-01-04,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",57,410
2022-01-04,2,3,-,Stay Close,TV Show,Yes,"Dec 31, 2021",4,26
2022-01-04,3,2,1,Donât Look Up,Movie,Yes,"Dec 24, 2021",11,105
2022-01-04,4,4,2,The Witcher,TV Show,Yes,"Dec 20, 2019",23,186
2022-01-04,5,5,-,Queer Eye,TV Show,Yes,"Feb 7, 2018",13,62
2022-01-04,6,7,-,Journey 2: The Mysterious I…,Movie,,"Jan 1, 2022",3,12
2022-01-04,7,8,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",34,247
2022-01-04,8,6,-,The Lost Daughter,Movie,Yes,"Dec 31, 2021",4,23
2022-01-04,9,9,-,Crime Scene: The Times Squa…,TV Show,Yes,"Dec 29, 2021",6,23
2022-01-04,10,-,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",44,250
2022-01-05,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",58,420
2022-01-05,2,2,-,Stay Close,TV Show,Yes,"Dec 31, 2021",5,35
2022-01-05,3,4,2,The Witcher,TV Show,Yes,"Dec 20, 2019",24,194
2022-01-05,4,3,1,Donât Look Up,Movie,Yes,"Dec 24, 2021",12,112
2022-01-05,5,5,-,Queer Eye,TV Show,Yes,"Feb 7, 2018",14,68
2022-01-05,6,6,-,Journey 2: The Mysterious I…,Movie,,"Jan 1, 2022",4,17
2022-01-05,7,7,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",35,251
2022-01-05,8,8,-,The Lost Daughter,Movie,Yes,"Dec 31, 2021",5,26
2022-01-05,9,-,-,The Longest Yard,Movie,,"Apr 1, 2015",1,2
2022-01-05,10,-,-,Dark Shadows,Movie,,"Jan 1, 2022",1,1
2022-01-06,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",59,430
2022-01-06,2,2,-,Stay Close,TV Show,Yes,"Dec 31, 2021",6,44
2022-01-06,3,3,2,The Witcher,TV Show,Yes,"Dec 20, 2019",25,202
2022-01-06,4,4,1,Donât Look Up,Movie,Yes,"Dec 24, 2021",13,119
2022-01-06,5,5,-,Queer Eye,TV Show,Yes,"Feb 7, 2018",15,74
2022-01-06,6,7,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",36,256
2022-01-06,7,9,-,The Longest Yard,Movie,,"Apr 1, 2015",2,6
2022-01-06,8,6,-,Journey 2: The Mysterious I…,Movie,,"Jan 1, 2022",5,20
2022-01-06,9,-,-,The Town,Movie,,"Jul 1, 2020",10,34
2022-01-06,10,-,-,Just Go With It,Movie,,"May 22, 2020",11,39
2022-01-07,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",60,440
2022-01-07,2,2,-,Stay Close,TV Show,Yes,"Dec 31, 2021",7,53
2022-01-07,3,3,2,The Witcher,TV Show,Yes,"Dec 20, 2019",26,210
2022-01-07,4,4,1,Donât Look Up,Movie,Yes,"Dec 24, 2021",14,126
2022-01-07,5,5,-,Queer Eye,TV Show,Yes,"Feb 7, 2018",16,80
2022-01-07,6,7,-,The Longest Yard,Movie,,"Apr 1, 2015",3,11
2022-01-07,7,6,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",37,260
2022-01-07,8,10,-,Just Go With It,Movie,,"May 22, 2020",12,42
2022-01-07,9,8,-,Journey 2: The Mysterious I…,Movie,,"Jan 1, 2022",6,22
2022-01-07,10,9,-,The Town,Movie,,"Jul 1, 2020",11,35
2022-01-08,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",61,450
2022-01-08,2,2,7,Stay Close,TV Show,Yes,"Dec 31, 2021",8,62
2022-01-08,3,4,2,Donât Look Up,Movie,Yes,"Dec 24, 2021",15,134
2022-01-08,4,3,3,The Witcher,TV Show,Yes,"Dec 20, 2019",27,217
2022-01-08,5,-,-,Hype House,TV Show,Yes,"Jan 7, 2022",1,6
2022-01-08,6,5,5,Queer Eye,TV Show,Yes,"Feb 7, 2018",17,85
2022-01-08,7,6,-,The Longest Yard,Movie,,"Apr 1, 2015",4,15
2022-01-08,8,8,-,Just Go With It,Movie,,"May 22, 2020",13,45
2022-01-08,9,7,6,Emily in Paris,TV Show,Yes,"Oct 2, 2020",38,262
2022-01-08,10,10,-,The Town,Movie,,"Jul 1, 2020",12,36
2022-01-09,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",62,460
2022-01-09,2,2,6,Stay Close,TV Show,Yes,"Dec 31, 2021",9,71
2022-01-09,3,3,2,Donât Look Up,Movie,Yes,"Dec 24, 2021",16,142
2022-01-09,4,4,4,The Witcher,TV Show,Yes,"Dec 20, 2019",28,224
2022-01-09,5,5,-,Hype House,TV Show,Yes,"Jan 7, 2022",2,12
2022-01-09,6,8,-,Just Go With It,Movie,,"May 22, 2020",14,50
2022-01-09,7,7,-,The Longest Yard,Movie,,"Apr 1, 2015",5,19
2022-01-09,8,6,5,Queer Eye,TV Show,Yes,"Feb 7, 2018",18,88
2022-01-09,9,10,-,The Town,Movie,,"Jul 1, 2020",13,38
2022-01-09,10,9,7,Emily in Paris,TV Show,Yes,"Oct 2, 2020",39,263
2022-01-10,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",63,470
2022-01-10,2,2,3,Stay Close,TV Show,Yes,"Dec 31, 2021",10,80
2022-01-10,3,3,2,Donât Look Up,Movie,Yes,"Dec 24, 2021",17,150
2022-01-10,4,4,4,The Witcher,TV Show,Yes,"Dec 20, 2019",29,231
2022-01-10,5,5,-,Hype House,TV Show,Yes,"Jan 7, 2022",3,18
2022-01-10,6,6,-,Just Go With It,Movie,,"May 22, 2020",15,55
2022-01-10,7,7,-,The Longest Yard,Movie,,"Apr 1, 2015",6,23
2022-01-10,8,10,8,Emily in Paris,TV Show,Yes,"Oct 2, 2020",40,266
2022-01-10,9,8,5,Queer Eye,TV Show,Yes,"Feb 7, 2018",19,90
2022-01-10,10,9,-,The Town,Movie,,"Jul 1, 2020",14,39
2022-01-11,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",64,480
2022-01-11,2,2,2,Stay Close,TV Show,Yes,"Dec 31, 2021",11,89
2022-01-11,3,4,4,The Witcher,TV Show,Yes,"Dec 20, 2019",30,239
2022-01-11,4,5,-,Hype House,TV Show,Yes,"Jan 7, 2022",4,25
2022-01-11,5,3,3,Donât Look Up,Movie,Yes,"Dec 24, 2021",18,156
2022-01-11,6,6,-,Just Go With It,Movie,,"May 22, 2020",16,60
2022-01-11,7,8,7,Emily in Paris,TV Show,Yes,"Oct 2, 2020",41,270
2022-01-11,8,9,5,Queer Eye,TV Show,Yes,"Feb 7, 2018",20,93
2022-01-11,9,7,-,The Longest Yard,Movie,,"Apr 1, 2015",7,25
2022-01-11,10,10,-,The Town,Movie,,"Jul 1, 2020",15,40
2022-01-12,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",65,490
2022-01-12,2,2,2,Stay Close,TV Show,Yes,"Dec 31, 2021",12,98
2022-01-12,3,3,3,The Witcher,TV Show,Yes,"Dec 20, 2019",31,247
2022-01-12,4,-,-,The Colony,Movie,,"Jan 11, 2022",1,7
2022-01-12,5,5,4,Donât Look Up,Movie,Yes,"Dec 24, 2021",19,162
2022-01-12,6,4,-,Hype House,TV Show,Yes,"Jan 7, 2022",5,30
2022-01-12,7,7,7,Emily in Paris,TV Show,Yes,"Oct 2, 2020",42,274
2022-01-12,8,6,-,Just Go With It,Movie,,"May 22, 2020",17,63
2022-01-12,9,8,5,Queer Eye,TV Show,Yes,"Feb 7, 2018",21,95
2022-01-12,10,9,9,The Longest Yard,Movie,,"Apr 1, 2015",8,26
2022-01-13,1,-,-,Cheer,TV Show,Yes,"Jan 8, 2020",1,10
2022-01-13,2,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",66,499
2022-01-13,3,2,2,Stay Close,TV Show,Yes,"Dec 31, 2021",13,106
2022-01-13,4,4,-,The Colony,Movie,,"Jan 11, 2022",2,14
2022-01-13,5,3,3,The Witcher,TV Show,Yes,"Dec 20, 2019",32,253
2022-01-13,6,5,4,Donât Look Up,Movie,Yes,"Dec 24, 2021",20,167
2022-01-13,7,7,6,Emily in Paris,TV Show,Yes,"Oct 2, 2020",43,278
2022-01-13,8,8,10,Just Go With It,Movie,,"May 22, 2020",18,66
2022-01-13,9,6,-,Hype House,TV Show,Yes,"Jan 7, 2022",6,32
2022-01-13,10,-,-,Cocomelon,TV Show,,"Jun 1, 2020",416,1439
2022-01-14,1,1,-,Cheer,TV Show,Yes,"Jan 8, 2020",2,20
2022-01-14,2,-,-,Brazen,Movie,Yes,"Jan 13, 2022",1,9
2022-01-14,3,2,1,Cobra Kai,TV Show,,"Aug 28, 2020",67,507
2022-01-14,4,3,2,Stay Close,TV Show,Yes,"Dec 31, 2021",14,113
2022-01-14,5,4,-,The Colony,Movie,,"Jan 11, 2022",3,20
2022-01-14,6,5,3,The Witcher,TV Show,Yes,"Dec 20, 2019",33,258
2022-01-14,7,6,4,Donât Look Up,Movie,Yes,"Dec 24, 2021",21,171
2022-01-14,8,7,7,Emily in Paris,TV Show,Yes,"Oct 2, 2020",44,281
2022-01-14,9,10,-,Cocomelon,TV Show,,"Jun 1, 2020",417,1441
2022-01-14,10,8,8,Just Go With It,Movie,,"May 22, 2020",19,67
2022-01-15,1,1,-,Cheer,TV Show,Yes,"Jan 8, 2020",3,30
2022-01-15,2,2,-,Brazen,Movie,Yes,"Jan 13, 2022",2,18
2022-01-15,3,3,1,Cobra Kai,TV Show,,"Aug 28, 2020",68,515
2022-01-15,4,-,-,Archive 81,TV Show,Yes,"Jan 14, 2022",1,7
2022-01-15,5,4,2,Stay Close,TV Show,Yes,"Dec 31, 2021",15,119
2022-01-15,6,7,3,Donât Look Up,Movie,Yes,"Dec 24, 2021",22,176
2022-01-15,7,5,-,The Colony,Movie,,"Jan 11, 2022",4,24
2022-01-15,8,6,4,The Witcher,TV Show,Yes,"Dec 20, 2019",34,261
2022-01-15,9,8,9,Emily in Paris,TV Show,Yes,"Oct 2, 2020",45,283
2022-01-15,10,9,-,Cocomelon,TV Show,,"Jun 1, 2020",418,1442
2022-01-16,1,1,-,Cheer,TV Show,Yes,"Jan 8, 2020",4,40
2022-01-16,2,2,-,Brazen,Movie,Yes,"Jan 13, 2022",3,27
2022-01-16,3,4,-,Archive 81,TV Show,Yes,"Jan 14, 2022",2,15
2022-01-16,4,3,1,Cobra Kai,TV Show,,"Aug 28, 2020",69,522
2022-01-16,5,5,2,Stay Close,TV Show,Yes,"Dec 31, 2021",16,125
2022-01-16,6,6,3,Donât Look Up,Movie,Yes,"Dec 24, 2021",23,181
2022-01-16,7,7,-,The Colony,Movie,,"Jan 11, 2022",5,28
2022-01-16,8,8,4,The Witcher,TV Show,Yes,"Dec 20, 2019",35,264
2022-01-16,9,9,10,Emily in Paris,TV Show,Yes,"Oct 2, 2020",46,285
2022-01-16,10,-,-,Ozark,TV Show,Yes,"Jul 21, 2017",45,263
2022-01-17,1,3,-,Archive 81,TV Show,Yes,"Jan 14, 2022",3,25
2022-01-17,2,1,-,Cheer,TV Show,Yes,"Jan 8, 2020",5,49
2022-01-17,3,2,-,Brazen,Movie,Yes,"Jan 13, 2022",4,35
2022-01-17,4,4,1,Cobra Kai,TV Show,,"Aug 28, 2020",70,529
2022-01-17,5,5,2,Stay Close,TV Show,Yes,"Dec 31, 2021",17,131
2022-01-17,6,6,3,Donât Look Up,Movie,Yes,"Dec 24, 2021",24,186
2022-01-17,7,8,4,The Witcher,TV Show,Yes,"Dec 20, 2019",36,268
2022-01-17,8,7,-,The Colony,Movie,,"Jan 11, 2022",6,31
2022-01-17,9,10,-,Ozark,TV Show,Yes,"Jul 21, 2017",46,265
2022-01-17,10,9,8,Emily in Paris,TV Show,Yes,"Oct 2, 2020",47,286
2022-01-18,1,1,-,Archive 81,TV Show,Yes,"Jan 14, 2022",4,35
2022-01-18,2,2,-,Cheer,TV Show,Yes,"Jan 8, 2020",6,58
2022-01-18,3,-,-,After We Fell,Movie,,"Jan 17, 2022",1,8
2022-01-18,4,3,-,Brazen,Movie,Yes,"Jan 13, 2022",5,42
2022-01-18,5,4,1,Cobra Kai,TV Show,,"Aug 28, 2020",71,535
2022-01-18,6,5,2,Stay Close,TV Show,Yes,"Dec 31, 2021",18,136
2022-01-18,7,7,3,The Witcher,TV Show,Yes,"Dec 20, 2019",37,272
2022-01-18,8,9,-,Ozark,TV Show,Yes,"Jul 21, 2017",47,268
2022-01-18,9,6,5,Donât Look Up,Movie,Yes,"Dec 24, 2021",25,188
2022-01-18,10,10,7,Emily in Paris,TV Show,Yes,"Oct 2, 2020",48,287
2022-01-19,1,1,-,Archive 81,TV Show,Yes,"Jan 14, 2022",5,45
2022-01-19,2,2,-,Cheer,TV Show,Yes,"Jan 8, 2020",7,67
2022-01-19,3,3,-,After We Fell,Movie,,"Jan 17, 2022",2,16
2022-01-19,4,4,-,Brazen,Movie,Yes,"Jan 13, 2022",6,49
2022-01-19,5,5,1,Cobra Kai,TV Show,,"Aug 28, 2020",72,541
2022-01-19,6,6,2,Stay Close,TV Show,Yes,"Dec 31, 2021",19,141
2022-01-19,7,-,-,The Puppet Master: Hunting …,TV Show,Yes,"Jan 18, 2022",1,4
2022-01-19,8,7,3,The Witcher,TV Show,Yes,"Dec 20, 2019",38,275
2022-01-19,9,8,-,Ozark,TV Show,Yes,"Jul 21, 2017",48,270
2022-01-19,10,9,5,Donât Look Up,Movie,Yes,"Dec 24, 2021",26,189
2022-01-20,1,1,-,Archive 81,TV Show,Yes,"Jan 14, 2022",6,55
2022-01-20,2,-,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",35,208
2022-01-20,3,2,1,Cheer,TV Show,Yes,"Jan 8, 2020",8,75
2022-01-20,4,3,-,After We Fell,Movie,,"Jan 17, 2022",3,23
2022-01-20,5,4,-,Brazen,Movie,Yes,"Jan 13, 2022",7,55
2022-01-20,6,5,2,Cobra Kai,TV Show,,"Aug 28, 2020",73,546
2022-01-20,7,6,3,Stay Close,TV Show,Yes,"Dec 31, 2021",20,145
2022-01-20,8,7,-,The Puppet Master: Hunting …,TV Show,Yes,"Jan 18, 2022",2,7
2022-01-20,9,9,-,Ozark,TV Show,Yes,"Jul 21, 2017",49,272
2022-01-20,10,8,5,The Witcher,TV Show,Yes,"Dec 20, 2019",39,276
2022-01-21,1,1,-,Archive 81,TV Show,Yes,"Jan 14, 2022",7,65
2022-01-21,2,2,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",36,217
2022-01-21,3,-,-,The Royal Treatment,Movie,Yes,"Jan 20, 2022",1,8
2022-01-21,4,3,1,Cheer,TV Show,Yes,"Jan 8, 2020",9,82
2022-01-21,5,6,3,Cobra Kai,TV Show,,"Aug 28, 2020",74,552
2022-01-21,6,9,-,Ozark,TV Show,Yes,"Jul 21, 2017",50,277
2022-01-21,7,5,2,Brazen,Movie,Yes,"Jan 13, 2022",8,59
2022-01-21,8,-,-,Annabelle: Creation,Movie,,"Jan 20, 2022",1,3
2022-01-21,9,4,-,After We Fell,Movie,,"Jan 17, 2022",4,25
2022-01-21,10,8,-,The Puppet Master: Hunting …,TV Show,Yes,"Jan 18, 2022",3,8
2022-01-22,1,6,-,Ozark,TV Show,Yes,"Jul 21, 2017",51,287
2022-01-22,2,1,4,Archive 81,TV Show,Yes,"Jan 14, 2022",8,74
2022-01-22,3,2,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",37,225
2022-01-22,4,3,-,The Royal Treatment,Movie,Yes,"Jan 20, 2022",2,15
2022-01-22,5,4,1,Cheer,TV Show,Yes,"Jan 8, 2020",10,88
2022-01-22,6,5,3,Cobra Kai,TV Show,,"Aug 28, 2020",75,557
2022-01-22,7,8,-,Annabelle: Creation,Movie,,"Jan 20, 2022",2,7
2022-01-22,8,-,10,Cocomelon,TV Show,,"Jun 1, 2020",419,1445
2022-01-22,9,-,8,The Witcher,TV Show,Yes,"Dec 20, 2019",40,278
2022-01-22,10,7,2,Brazen,Movie,Yes,"Jan 13, 2022",9,60
2022-01-23,1,1,10,Ozark,TV Show,Yes,"Jul 21, 2017",52,297
2022-01-23,2,2,3,Archive 81,TV Show,Yes,"Jan 14, 2022",9,83
2022-01-23,3,3,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",38,233
2022-01-23,4,4,-,The Royal Treatment,Movie,Yes,"Jan 20, 2022",3,22
2022-01-23,5,5,1,Cheer,TV Show,Yes,"Jan 8, 2020",11,94
2022-01-23,6,6,4,Cobra Kai,TV Show,,"Aug 28, 2020",76,562
2022-01-23,7,7,-,Annabelle: Creation,Movie,,"Jan 20, 2022",3,11
2022-01-23,8,10,2,Brazen,Movie,Yes,"Jan 13, 2022",10,63
2022-01-23,9,9,8,The Witcher,TV Show,Yes,"Dec 20, 2019",41,280
2022-01-23,10,-,-,That Girl Lay Lay,TV Show,,"Jan 21, 2022",1,1
2022-01-24,1,1,9,Ozark,TV Show,Yes,"Jul 21, 2017",53,307
2022-01-24,2,2,1,Archive 81,TV Show,Yes,"Jan 14, 2022",10,92
2022-01-24,3,3,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",39,241
2022-01-24,4,4,-,The Royal Treatment,Movie,Yes,"Jan 20, 2022",4,29
2022-01-24,5,5,2,Cheer,TV Show,Yes,"Jan 8, 2020",12,100
2022-01-24,6,6,4,Cobra Kai,TV Show,,"Aug 28, 2020",77,567
2022-01-24,7,7,-,Annabelle: Creation,Movie,,"Jan 20, 2022",4,15
2022-01-24,8,10,-,That Girl Lay Lay,TV Show,,"Jan 21, 2022",2,4
2022-01-24,9,9,7,The Witcher,TV Show,Yes,"Dec 20, 2019",42,282
2022-01-24,10,-,-,Cocomelon,TV Show,,"Jun 1, 2020",420,1446
2022-01-25,1,1,8,Ozark,TV Show,Yes,"Jul 21, 2017",54,317
2022-01-25,2,2,1,Archive 81,TV Show,Yes,"Jan 14, 2022",11,101
2022-01-25,3,3,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",40,249
2022-01-25,4,4,-,The Royal Treatment,Movie,Yes,"Jan 20, 2022",5,36
2022-01-25,5,5,2,Cheer,TV Show,Yes,"Jan 8, 2020",13,106
2022-01-25,6,6,5,Cobra Kai,TV Show,,"Aug 28, 2020",78,572
2022-01-25,7,10,-,Cocomelon,TV Show,,"Jun 1, 2020",421,1450
2022-01-25,8,9,7,The Witcher,TV Show,Yes,"Dec 20, 2019",43,285
2022-01-25,9,8,-,That Girl Lay Lay,TV Show,,"Jan 21, 2022",3,6
2022-01-25,10,-,-,Munich: The Edge of War,Movie,Yes,"Jan 21, 2022",1,1
2022-01-26,1,1,9,Ozark,TV Show,Yes,"Jul 21, 2017",55,327
2022-01-26,2,2,1,Archive 81,TV Show,Yes,"Jan 14, 2022",12,110
2022-01-26,3,3,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",41,257
2022-01-26,4,4,-,The Royal Treatment,Movie,Yes,"Jan 20, 2022",6,43
2022-01-26,5,5,2,Cheer,TV Show,Yes,"Jan 8, 2020",14,112
2022-01-26,6,7,-,Cocomelon,TV Show,,"Jun 1, 2020",422,1455
2022-01-26,7,6,5,Cobra Kai,TV Show,,"Aug 28, 2020",79,576
2022-01-26,8,10,-,Munich: The Edge of War,Movie,Yes,"Jan 21, 2022",2,4
2022-01-26,9,8,8,The Witcher,TV Show,Yes,"Dec 20, 2019",44,287
2022-01-26,10,9,-,That Girl Lay Lay,TV Show,,"Jan 21, 2022",4,7
2022-01-27,1,1,9,Ozark,TV Show,Yes,"Jul 21, 2017",56,337
2022-01-27,2,2,1,Archive 81,TV Show,Yes,"Jan 14, 2022",13,119
2022-01-27,3,3,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",43,273
2022-01-27,4,4,-,The Royal Treatment,Movie,Yes,"Jan 20, 2022",7,50
2022-01-27,5,5,3,Cheer,TV Show,Yes,"Jan 8, 2020",15,118
2022-01-27,6,6,-,Cocomelon,TV Show,,"Jun 1, 2020",423,1460
2022-01-27,7,7,6,Cobra Kai,TV Show,,"Aug 28, 2020",80,580
2022-01-27,8,8,-,Munich: The Edge of War,Movie,Yes,"Jan 21, 2022",3,7
2022-01-27,9,10,-,That Girl Lay Lay,TV Show,,"Jan 21, 2022",5,9
2022-01-27,10,9,10,The Witcher,TV Show,Yes,"Dec 20, 2019",45,288
2022-01-28,1,1,6,Ozark,TV Show,Yes,"Jul 21, 2017",57,347
2022-01-28,2,2,1,Archive 81,TV Show,Yes,"Jan 14, 2022",14,128
2022-01-28,3,3,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",44,281
2022-01-28,4,-,-,Chosen,TV Show,Yes,"Jan 27, 2022",1,7
2022-01-28,5,6,-,Cocomelon,TV Show,,"Jun 1, 2020",424,1466
2022-01-28,6,5,4,Cheer,TV Show,Yes,"Jan 8, 2020",16,123
2022-01-28,7,4,3,The Royal Treatment,Movie,Yes,"Jan 20, 2022",8,54
2022-01-28,8,-,-,I Am Georgina,TV Show,Yes,"Jan 27, 2022",1,3
2022-01-28,9,7,5,Cobra Kai,TV Show,,"Aug 28, 2020",81,582
2022-01-28,10,9,-,That Girl Lay Lay,TV Show,,"Jan 21, 2022",6,10
2022-01-29,1,1,1,Ozark,TV Show,Yes,"Jul 21, 2017",58,357
2022-01-29,2,-,-,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",1,9
2022-01-29,3,-,-,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",1,8
2022-01-29,4,-,-,Home Team,Movie,Yes,"Jan 28, 2022",1,7
2022-01-29,5,-,-,In From the Cold,TV Show,Yes,"Jan 28, 2022",1,6
2022-01-29,6,2,2,Archive 81,TV Show,Yes,"Jan 14, 2022",15,133
2022-01-29,7,3,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",45,285
2022-01-29,8,5,8,Cocomelon,TV Show,,"Jun 1, 2020",425,1469
2022-01-29,9,8,-,I Am Georgina,TV Show,Yes,"Jan 27, 2022",2,5
2022-01-29,10,10,-,That Girl Lay Lay,TV Show,,"Jan 21, 2022",7,11
2022-01-30,1,2,-,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",2,19
2022-01-30,2,1,1,Ozark,TV Show,Yes,"Jul 21, 2017",59,366
2022-01-30,3,3,-,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",2,16
2022-01-30,4,4,-,Home Team,Movie,Yes,"Jan 28, 2022",2,14
2022-01-30,5,5,-,In From the Cold,TV Show,Yes,"Jan 28, 2022",2,12
2022-01-30,6,6,2,Archive 81,TV Show,Yes,"Jan 14, 2022",16,138
2022-01-30,7,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",46,289
2022-01-30,8,10,10,That Girl Lay Lay,TV Show,,"Jan 21, 2022",8,14
2022-01-30,9,9,-,I Am Georgina,TV Show,Yes,"Jan 27, 2022",3,7
2022-01-30,10,-,5,Cheer,TV Show,Yes,"Jan 8, 2020",17,124
2022-01-31,1,1,-,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",3,29
2022-01-31,2,3,-,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",3,25
2022-01-31,3,2,1,Ozark,TV Show,Yes,"Jul 21, 2017",60,374
2022-01-31,4,5,-,In From the Cold,TV Show,Yes,"Jan 28, 2022",3,19
2022-01-31,5,4,-,Home Team,Movie,Yes,"Jan 28, 2022",3,20
2022-01-31,6,6,2,Archive 81,TV Show,Yes,"Jan 14, 2022",17,143
2022-01-31,7,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",47,293
2022-01-31,8,8,8,That Girl Lay Lay,TV Show,,"Jan 21, 2022",9,17
2022-01-31,9,9,-,I Am Georgina,TV Show,Yes,"Jan 27, 2022",4,9
2022-01-31,10,-,-,Feria: The Darkest Light,TV Show,Yes,"Jan 28, 2022",1,1
2022-02-01,1,1,-,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",4,39
2022-02-01,2,2,-,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",4,34
2022-02-01,3,3,1,Ozark,TV Show,Yes,"Jul 21, 2017",61,382
2022-02-01,4,4,-,In From the Cold,TV Show,Yes,"Jan 28, 2022",4,26
2022-02-01,5,5,-,Home Team,Movie,Yes,"Jan 28, 2022",4,26
2022-02-01,6,6,2,Archive 81,TV Show,Yes,"Jan 14, 2022",18,148
2022-02-01,7,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",48,297
2022-02-01,8,10,-,Feria: The Darkest Light,TV Show,Yes,"Jan 28, 2022",2,4
2022-02-01,9,-,7,Cocomelon,TV Show,,"Jun 1, 2020",426,1471
2022-02-01,10,-,-,Can You Keep a Secret?,Movie,,"Jan 31, 2022",1,1
